state,year,quarter,gennme_c,suppression_used,total_prescriptions
al,2017,1,Zolpidem Tartrate,FALSE,3953
al,2017,1,Zolpidem Tartrate,TRUE,0
al,2017,2,Eszopiclone,FALSE,356
al,2017,2,Eszopiclone,TRUE,0
al,2017,2,Zaleplon,FALSE,22
al,2017,2,Zaleplon,TRUE,0
al,2017,2,Zolpidem Tartrate,FALSE,3681
al,2017,2,Zolpidem Tartrate,TRUE,0
al,2017,3,Eszopiclone,FALSE,379
al,2017,3,Eszopiclone,TRUE,0
al,2017,3,Zaleplon,FALSE,24
al,2017,3,Zaleplon,TRUE,0
al,2017,3,Zolpidem Tartrate,FALSE,3653
al,2017,3,Zolpidem Tartrate,TRUE,0
al,2017,4,Eszopiclone,FALSE,393
al,2017,4,Eszopiclone,TRUE,0
al,2017,4,Zaleplon,FALSE,28
al,2017,4,Zaleplon,TRUE,0
al,2017,4,Zolpidem Tartrate,FALSE,3559
al,2017,4,Zolpidem Tartrate,TRUE,0
al,2018,1,Eszopiclone,FALSE,410
al,2018,1,Eszopiclone,TRUE,0
al,2018,1,Zaleplon,FALSE,19
al,2018,1,Zaleplon,TRUE,0
al,2018,1,Zolpidem Tartrate,FALSE,3431
al,2018,1,Zolpidem Tartrate,TRUE,0
al,2018,2,Eszopiclone,FALSE,439
al,2018,2,Eszopiclone,TRUE,0
al,2018,2,Zaleplon,FALSE,24
al,2018,2,Zaleplon,TRUE,0
al,2018,2,Zolpidem Tartrate,FALSE,3158
al,2018,2,Zolpidem Tartrate,TRUE,0
al,2018,3,Eszopiclone,FALSE,441
al,2018,3,Eszopiclone,TRUE,0
al,2018,3,Zaleplon,FALSE,34
al,2018,3,Zaleplon,TRUE,0
al,2018,3,Zolpidem Tartrate,FALSE,3104
al,2018,3,Zolpidem Tartrate,TRUE,0
al,2018,4,Eszopiclone,FALSE,512
al,2018,4,Eszopiclone,TRUE,0
al,2018,4,Zaleplon,FALSE,36
al,2018,4,Zaleplon,TRUE,0
al,2018,4,Zolpidem Tartrate,FALSE,2965
al,2018,4,Zolpidem Tartrate,TRUE,0
al,2019,1,Eszopiclone,FALSE,455
al,2019,1,Eszopiclone,TRUE,0
al,2019,1,Zaleplon,FALSE,29
al,2019,1,Zaleplon,TRUE,0
al,2019,1,Zolpidem Tartrate,FALSE,2941
al,2019,1,Zolpidem Tartrate,TRUE,0
al,2019,2,Eszopiclone,FALSE,471
al,2019,2,Eszopiclone,TRUE,0
al,2019,2,Zaleplon,FALSE,12
al,2019,2,Zaleplon,TRUE,0
al,2019,2,Zolpidem Tartrate,FALSE,2781
al,2019,2,Zolpidem Tartrate,TRUE,0
al,2019,3,Eszopiclone,FALSE,458
al,2019,3,Eszopiclone,TRUE,0
al,2019,3,Zaleplon,TRUE,0
al,2019,3,Zolpidem Tartrate,FALSE,2254
al,2019,3,Zolpidem Tartrate,TRUE,0
al,2019,4,Eszopiclone,FALSE,477
al,2019,4,Eszopiclone,TRUE,0
al,2019,4,Zaleplon,FALSE,15
al,2019,4,Zaleplon,TRUE,0
al,2019,4,Zolpidem Tartrate,FALSE,2259
al,2019,4,Zolpidem Tartrate,TRUE,0
al,2020,1,Eszopiclone,NA,493
al,2020,1,Zaleplon,NA,0
al,2020,1,Zolpidem Tartrate,NA,2377
ar,2017,1,Eszopiclone,TRUE,0
ar,2017,1,Zaleplon,FALSE,477
ar,2017,1,Zolpidem Tartrate,FALSE,7013
ar,2017,1,Zolpidem Tartrate,TRUE,0
ar,2017,2,Eszopiclone,TRUE,0
ar,2017,2,Zaleplon,FALSE,463
ar,2017,2,Zaleplon,TRUE,0
ar,2017,2,Zolpidem Tartrate,FALSE,6868
ar,2017,2,Zolpidem Tartrate,TRUE,0
ar,2017,3,Eszopiclone,TRUE,0
ar,2017,3,Zaleplon,FALSE,501
ar,2017,3,Zaleplon,TRUE,0
ar,2017,3,Zolpidem Tartrate,FALSE,6912
ar,2017,3,Zolpidem Tartrate,TRUE,0
ar,2017,4,Eszopiclone,TRUE,0
ar,2017,4,Zaleplon,FALSE,455
ar,2017,4,Zaleplon,TRUE,0
ar,2017,4,Zolpidem Tartrate,FALSE,6451
ar,2017,4,Zolpidem Tartrate,TRUE,0
ar,2018,1,Eszopiclone,TRUE,0
ar,2018,1,Zaleplon,FALSE,434
ar,2018,1,Zaleplon,TRUE,0
ar,2018,1,Zolpidem Tartrate,FALSE,6327
ar,2018,1,Zolpidem Tartrate,TRUE,0
ar,2018,2,Eszopiclone,TRUE,0
ar,2018,2,Zaleplon,FALSE,471
ar,2018,2,Zaleplon,TRUE,0
ar,2018,2,Zolpidem Tartrate,FALSE,6091
ar,2018,2,Zolpidem Tartrate,TRUE,0
ar,2018,3,Eszopiclone,TRUE,0
ar,2018,3,Zaleplon,FALSE,471
ar,2018,3,Zaleplon,TRUE,0
ar,2018,3,Zolpidem Tartrate,FALSE,5989
ar,2018,3,Zolpidem Tartrate,TRUE,0
ar,2018,4,Eszopiclone,TRUE,0
ar,2018,4,Zaleplon,FALSE,424
ar,2018,4,Zolpidem Tartrate,FALSE,6100
ar,2018,4,Zolpidem Tartrate,TRUE,0
ar,2019,1,Eszopiclone,TRUE,0
ar,2019,1,Zaleplon,FALSE,408
ar,2019,1,Zaleplon,TRUE,0
ar,2019,1,Zolpidem Tartrate,FALSE,5732
ar,2019,1,Zolpidem Tartrate,TRUE,0
ar,2019,2,Eszopiclone,TRUE,0
ar,2019,2,Zaleplon,FALSE,421
ar,2019,2,Zaleplon,TRUE,0
ar,2019,2,Zolpidem Tartrate,FALSE,5656
ar,2019,2,Zolpidem Tartrate,TRUE,0
ar,2019,3,Eszopiclone,TRUE,0
ar,2019,3,Zaleplon,FALSE,386
ar,2019,3,Zaleplon,TRUE,0
ar,2019,3,Zolpidem Tartrate,FALSE,5220
ar,2019,3,Zolpidem Tartrate,TRUE,0
ar,2019,4,Eszopiclone,TRUE,0
ar,2019,4,Zaleplon,FALSE,394
ar,2019,4,Zaleplon,TRUE,0
ar,2019,4,Zolpidem Tartrate,FALSE,4828
ar,2019,4,Zolpidem Tartrate,TRUE,0
ar,2020,1,Eszopiclone,NA,0
ar,2020,1,Zaleplon,NA,433
ar,2020,1,Zolpidem Tartrate,NA,4669
az,2017,1,Eszopiclone,FALSE,1053
az,2017,1,Eszopiclone,TRUE,0
az,2017,1,Zaleplon,FALSE,510
az,2017,1,Zaleplon,TRUE,0
az,2017,1,Zolpidem Tartrate,FALSE,18482
az,2017,1,Zolpidem Tartrate,TRUE,0
az,2017,2,Eszopiclone,FALSE,1133
az,2017,2,Eszopiclone,TRUE,0
az,2017,2,Zaleplon,FALSE,491
az,2017,2,Zaleplon,TRUE,0
az,2017,2,Zolpidem Tartrate,FALSE,18248
az,2017,2,Zolpidem Tartrate,TRUE,0
az,2017,3,Eszopiclone,FALSE,1066
az,2017,3,Eszopiclone,TRUE,0
az,2017,3,Zaleplon,FALSE,482
az,2017,3,Zaleplon,TRUE,0
az,2017,3,Zolpidem Tartrate,FALSE,17321
az,2017,3,Zolpidem Tartrate,TRUE,0
az,2017,4,Eszopiclone,FALSE,1240
az,2017,4,Eszopiclone,TRUE,0
az,2017,4,Zaleplon,FALSE,445
az,2017,4,Zaleplon,TRUE,0
az,2017,4,Zolpidem Tartrate,FALSE,15915
az,2017,4,Zolpidem Tartrate,TRUE,0
az,2018,1,Eszopiclone,FALSE,1340
az,2018,1,Eszopiclone,TRUE,0
az,2018,1,Zaleplon,FALSE,435
az,2018,1,Zaleplon,TRUE,0
az,2018,1,Zolpidem Tartrate,FALSE,15239
az,2018,1,Zolpidem Tartrate,TRUE,0
az,2018,2,Eszopiclone,FALSE,1468
az,2018,2,Eszopiclone,TRUE,0
az,2018,2,Zaleplon,FALSE,395
az,2018,2,Zaleplon,TRUE,0
az,2018,2,Zolpidem Tartrate,FALSE,14016
az,2018,2,Zolpidem Tartrate,TRUE,0
az,2018,3,Eszopiclone,FALSE,1107
az,2018,3,Eszopiclone,TRUE,0
az,2018,3,Zaleplon,FALSE,311
az,2018,3,Zaleplon,TRUE,0
az,2018,3,Zolpidem Tartrate,FALSE,13505
az,2018,3,Zolpidem Tartrate,TRUE,0
az,2018,4,Eszopiclone,FALSE,940
az,2018,4,Eszopiclone,TRUE,0
az,2018,4,Zaleplon,FALSE,273
az,2018,4,Zaleplon,TRUE,0
az,2018,4,Zolpidem Tartrate,FALSE,12935
az,2018,4,Zolpidem Tartrate,TRUE,0
az,2019,1,Eszopiclone,FALSE,909
az,2019,1,Eszopiclone,TRUE,0
az,2019,1,Zaleplon,FALSE,233
az,2019,1,Zaleplon,TRUE,0
az,2019,1,Zolpidem Tartrate,FALSE,12821
az,2019,1,Zolpidem Tartrate,TRUE,0
az,2019,2,Eszopiclone,FALSE,915
az,2019,2,Eszopiclone,TRUE,0
az,2019,2,Zaleplon,FALSE,197
az,2019,2,Zaleplon,TRUE,0
az,2019,2,Zolpidem Tartrate,FALSE,12199
az,2019,2,Zolpidem Tartrate,TRUE,0
az,2019,3,Eszopiclone,FALSE,834
az,2019,3,Eszopiclone,TRUE,0
az,2019,3,Zaleplon,FALSE,199
az,2019,3,Zaleplon,TRUE,0
az,2019,3,Zolpidem Tartrate,FALSE,11588
az,2019,3,Zolpidem Tartrate,TRUE,0
az,2019,4,Eszopiclone,FALSE,780
az,2019,4,Eszopiclone,TRUE,0
az,2019,4,Zaleplon,FALSE,139
az,2019,4,Zaleplon,TRUE,0
az,2019,4,Zolpidem Tartrate,FALSE,11064
az,2019,4,Zolpidem Tartrate,TRUE,0
az,2020,1,Eszopiclone,NA,1125
az,2020,1,Zaleplon,NA,172
az,2020,1,Zolpidem Tartrate,NA,11063
ca,2017,1,Eszopiclone,FALSE,2039
ca,2017,1,Eszopiclone,TRUE,0
ca,2017,1,Zaleplon,FALSE,893
ca,2017,1,Zaleplon,TRUE,0
ca,2017,1,Zolpidem Tartrate,FALSE,91331
ca,2017,1,Zolpidem Tartrate,TRUE,0
ca,2017,2,Eszopiclone,FALSE,2264
ca,2017,2,Eszopiclone,TRUE,0
ca,2017,2,Zaleplon,FALSE,881
ca,2017,2,Zaleplon,TRUE,0
ca,2017,2,Zolpidem Tartrate,FALSE,88504
ca,2017,2,Zolpidem Tartrate,TRUE,0
ca,2017,3,Eszopiclone,FALSE,2163
ca,2017,3,Eszopiclone,TRUE,0
ca,2017,3,Zaleplon,FALSE,898
ca,2017,3,Zaleplon,TRUE,0
ca,2017,3,Zolpidem Tartrate,FALSE,77135
ca,2017,3,Zolpidem Tartrate,TRUE,0
ca,2017,4,Eszopiclone,FALSE,2344
ca,2017,4,Eszopiclone,TRUE,0
ca,2017,4,Zaleplon,FALSE,880
ca,2017,4,Zaleplon,TRUE,0
ca,2017,4,Zolpidem Tartrate,FALSE,81051
ca,2017,4,Zolpidem Tartrate,TRUE,0
ca,2018,1,Eszopiclone,FALSE,2372
ca,2018,1,Eszopiclone,TRUE,0
ca,2018,1,Zaleplon,FALSE,865
ca,2018,1,Zaleplon,TRUE,0
ca,2018,1,Zolpidem Tartrate,FALSE,77634
ca,2018,1,Zolpidem Tartrate,TRUE,0
ca,2018,2,Eszopiclone,FALSE,2574
ca,2018,2,Eszopiclone,TRUE,0
ca,2018,2,Zaleplon,FALSE,871
ca,2018,2,Zaleplon,TRUE,0
ca,2018,2,Zolpidem Tartrate,FALSE,70049
ca,2018,2,Zolpidem Tartrate,TRUE,0
ca,2018,3,Eszopiclone,FALSE,2650
ca,2018,3,Eszopiclone,TRUE,0
ca,2018,3,Zaleplon,FALSE,772
ca,2018,3,Zaleplon,TRUE,0
ca,2018,3,Zolpidem Tartrate,FALSE,66188
ca,2018,3,Zolpidem Tartrate,TRUE,0
ca,2018,4,Eszopiclone,FALSE,2724
ca,2018,4,Eszopiclone,TRUE,0
ca,2018,4,Zaleplon,FALSE,785
ca,2018,4,Zaleplon,TRUE,0
ca,2018,4,Zolpidem Tartrate,FALSE,67561
ca,2018,4,Zolpidem Tartrate,TRUE,0
ca,2019,1,Eszopiclone,FALSE,2718
ca,2019,1,Eszopiclone,TRUE,0
ca,2019,1,Zaleplon,FALSE,791
ca,2019,1,Zaleplon,TRUE,0
ca,2019,1,Zolpidem Tartrate,FALSE,62402
ca,2019,1,Zolpidem Tartrate,TRUE,0
ca,2019,2,Eszopiclone,FALSE,2851
ca,2019,2,Eszopiclone,TRUE,0
ca,2019,2,Zaleplon,FALSE,717
ca,2019,2,Zaleplon,TRUE,0
ca,2019,2,Zolpidem Tartrate,FALSE,60388
ca,2019,2,Zolpidem Tartrate,TRUE,0
ca,2019,3,Eszopiclone,FALSE,2671
ca,2019,3,Eszopiclone,TRUE,0
ca,2019,3,Zaleplon,FALSE,628
ca,2019,3,Zaleplon,TRUE,0
ca,2019,3,Zolpidem Tartrate,FALSE,57577
ca,2019,3,Zolpidem Tartrate,TRUE,0
ca,2019,4,Eszopiclone,FALSE,2660
ca,2019,4,Eszopiclone,TRUE,0
ca,2019,4,Zaleplon,FALSE,642
ca,2019,4,Zaleplon,TRUE,0
ca,2019,4,Zolpidem Tartrate,FALSE,55363
ca,2019,4,Zolpidem Tartrate,TRUE,0
ca,2020,1,Eszopiclone,NA,2623
ca,2020,1,Zaleplon,NA,561
ca,2020,1,Zolpidem Tartrate,NA,53597
co,2017,1,Eszopiclone,FALSE,2916
co,2017,1,Eszopiclone,TRUE,0
co,2017,1,Zaleplon,FALSE,468
co,2017,1,Zaleplon,TRUE,0
co,2017,1,Zolpidem Tartrate,FALSE,15823
co,2017,1,Zolpidem Tartrate,TRUE,0
co,2017,2,Eszopiclone,FALSE,2822
co,2017,2,Eszopiclone,TRUE,0
co,2017,2,Zaleplon,FALSE,474
co,2017,2,Zaleplon,TRUE,0
co,2017,2,Zolpidem Tartrate,FALSE,15419
co,2017,2,Zolpidem Tartrate,TRUE,0
co,2017,3,Eszopiclone,FALSE,2697
co,2017,3,Eszopiclone,TRUE,0
co,2017,3,Zaleplon,FALSE,473
co,2017,3,Zaleplon,TRUE,0
co,2017,3,Zolpidem Tartrate,FALSE,15079
co,2017,3,Zolpidem Tartrate,TRUE,0
co,2017,4,Eszopiclone,FALSE,2622
co,2017,4,Eszopiclone,TRUE,0
co,2017,4,Zaleplon,FALSE,434
co,2017,4,Zaleplon,TRUE,0
co,2017,4,Zolpidem Tartrate,FALSE,14117
co,2017,4,Zolpidem Tartrate,TRUE,0
co,2018,1,Eszopiclone,FALSE,2630
co,2018,1,Eszopiclone,TRUE,0
co,2018,1,Zaleplon,FALSE,479
co,2018,1,Zaleplon,TRUE,0
co,2018,1,Zolpidem Tartrate,FALSE,13165
co,2018,1,Zolpidem Tartrate,TRUE,0
co,2018,2,Eszopiclone,FALSE,2758
co,2018,2,Eszopiclone,TRUE,0
co,2018,2,Zaleplon,FALSE,477
co,2018,2,Zaleplon,TRUE,0
co,2018,2,Zolpidem Tartrate,FALSE,12572
co,2018,2,Zolpidem Tartrate,TRUE,0
co,2018,3,Eszopiclone,FALSE,2526
co,2018,3,Eszopiclone,TRUE,0
co,2018,3,Zaleplon,FALSE,431
co,2018,3,Zaleplon,TRUE,0
co,2018,3,Zolpidem Tartrate,FALSE,11720
co,2018,3,Zolpidem Tartrate,TRUE,0
co,2018,4,Eszopiclone,FALSE,2765
co,2018,4,Eszopiclone,TRUE,0
co,2018,4,Zaleplon,FALSE,436
co,2018,4,Zaleplon,TRUE,0
co,2018,4,Zolpidem Tartrate,FALSE,12079
co,2018,4,Zolpidem Tartrate,TRUE,0
co,2019,1,Eszopiclone,FALSE,2257
co,2019,1,Eszopiclone,TRUE,0
co,2019,1,Zaleplon,FALSE,362
co,2019,1,Zaleplon,TRUE,0
co,2019,1,Zolpidem Tartrate,FALSE,10162
co,2019,1,Zolpidem Tartrate,TRUE,0
co,2019,2,Eszopiclone,FALSE,2327
co,2019,2,Eszopiclone,TRUE,0
co,2019,2,Zaleplon,FALSE,317
co,2019,2,Zaleplon,TRUE,0
co,2019,2,Zolpidem Tartrate,FALSE,10414
co,2019,2,Zolpidem Tartrate,TRUE,0
co,2019,3,Eszopiclone,FALSE,2408
co,2019,3,Eszopiclone,TRUE,0
co,2019,3,Zaleplon,FALSE,382
co,2019,3,Zaleplon,TRUE,0
co,2019,3,Zolpidem Tartrate,FALSE,10617
co,2019,3,Zolpidem Tartrate,TRUE,0
co,2019,4,Eszopiclone,FALSE,2223
co,2019,4,Eszopiclone,TRUE,0
co,2019,4,Zaleplon,FALSE,323
co,2019,4,Zaleplon,TRUE,0
co,2019,4,Zolpidem Tartrate,FALSE,9510
co,2019,4,Zolpidem Tartrate,TRUE,0
co,2020,1,Eszopiclone,NA,2487
co,2020,1,Zaleplon,NA,276
co,2020,1,Zolpidem Tartrate,NA,9699
ct,2017,1,Eszopiclone,FALSE,906
ct,2017,1,Eszopiclone,TRUE,0
ct,2017,1,Zaleplon,FALSE,113
ct,2017,1,Zaleplon,TRUE,0
ct,2017,1,Zolpidem Tartrate,FALSE,15964
ct,2017,1,Zolpidem Tartrate,TRUE,0
ct,2017,2,Eszopiclone,FALSE,959
ct,2017,2,Eszopiclone,TRUE,0
ct,2017,2,Zaleplon,FALSE,139
ct,2017,2,Zaleplon,TRUE,0
ct,2017,2,Zolpidem Tartrate,FALSE,15408
ct,2017,2,Zolpidem Tartrate,TRUE,0
ct,2017,3,Eszopiclone,FALSE,851
ct,2017,3,Eszopiclone,TRUE,0
ct,2017,3,Zaleplon,FALSE,128
ct,2017,3,Zaleplon,TRUE,0
ct,2017,3,Zolpidem Tartrate,FALSE,15008
ct,2017,3,Zolpidem Tartrate,TRUE,0
ct,2017,4,Eszopiclone,FALSE,874
ct,2017,4,Eszopiclone,TRUE,0
ct,2017,4,Zaleplon,FALSE,124
ct,2017,4,Zaleplon,TRUE,0
ct,2017,4,Zolpidem Tartrate,FALSE,14669
ct,2017,4,Zolpidem Tartrate,TRUE,0
ct,2018,1,Eszopiclone,FALSE,938
ct,2018,1,Eszopiclone,TRUE,0
ct,2018,1,Zaleplon,FALSE,133
ct,2018,1,Zaleplon,TRUE,0
ct,2018,1,Zolpidem Tartrate,FALSE,14275
ct,2018,1,Zolpidem Tartrate,TRUE,0
ct,2018,2,Eszopiclone,FALSE,869
ct,2018,2,Eszopiclone,TRUE,0
ct,2018,2,Zaleplon,FALSE,120
ct,2018,2,Zaleplon,TRUE,0
ct,2018,2,Zolpidem Tartrate,FALSE,13974
ct,2018,2,Zolpidem Tartrate,TRUE,0
ct,2018,3,Eszopiclone,FALSE,854
ct,2018,3,Eszopiclone,TRUE,0
ct,2018,3,Zaleplon,FALSE,92
ct,2018,3,Zaleplon,TRUE,0
ct,2018,3,Zolpidem Tartrate,FALSE,13506
ct,2018,3,Zolpidem Tartrate,TRUE,0
ct,2018,4,Eszopiclone,FALSE,923
ct,2018,4,Eszopiclone,TRUE,0
ct,2018,4,Zaleplon,FALSE,62
ct,2018,4,Zaleplon,TRUE,0
ct,2018,4,Zolpidem Tartrate,FALSE,13316
ct,2018,4,Zolpidem Tartrate,TRUE,0
ct,2019,1,Eszopiclone,FALSE,932
ct,2019,1,Eszopiclone,TRUE,0
ct,2019,1,Zaleplon,FALSE,56
ct,2019,1,Zaleplon,TRUE,0
ct,2019,1,Zolpidem Tartrate,FALSE,13202
ct,2019,1,Zolpidem Tartrate,TRUE,0
ct,2019,2,Eszopiclone,FALSE,927
ct,2019,2,Eszopiclone,TRUE,0
ct,2019,2,Zaleplon,FALSE,53
ct,2019,2,Zaleplon,TRUE,0
ct,2019,2,Zolpidem Tartrate,FALSE,12767
ct,2019,2,Zolpidem Tartrate,TRUE,0
ct,2019,3,Eszopiclone,FALSE,880
ct,2019,3,Eszopiclone,TRUE,0
ct,2019,3,Zaleplon,FALSE,65
ct,2019,3,Zaleplon,TRUE,0
ct,2019,3,Zolpidem Tartrate,FALSE,12120
ct,2019,3,Zolpidem Tartrate,TRUE,0
ct,2019,4,Eszopiclone,FALSE,892
ct,2019,4,Eszopiclone,TRUE,0
ct,2019,4,Zaleplon,FALSE,50
ct,2019,4,Zaleplon,TRUE,0
ct,2019,4,Zolpidem Tartrate,FALSE,11740
ct,2019,4,Zolpidem Tartrate,TRUE,0
ct,2020,1,Eszopiclone,NA,891
ct,2020,1,Zaleplon,NA,37
ct,2020,1,Zolpidem Tartrate,NA,11574
dc,2017,1,Eszopiclone,TRUE,0
dc,2017,1,Zaleplon,TRUE,0
dc,2017,1,Zolpidem Tartrate,FALSE,2127
dc,2017,1,Zolpidem Tartrate,TRUE,0
dc,2017,2,Eszopiclone,TRUE,0
dc,2017,2,Zaleplon,TRUE,0
dc,2017,2,Zolpidem Tartrate,FALSE,2093
dc,2017,2,Zolpidem Tartrate,TRUE,0
dc,2017,3,Eszopiclone,TRUE,0
dc,2017,3,Zaleplon,TRUE,0
dc,2017,3,Zolpidem Tartrate,FALSE,1873
dc,2017,3,Zolpidem Tartrate,TRUE,0
dc,2017,4,Eszopiclone,TRUE,0
dc,2017,4,Zaleplon,TRUE,0
dc,2017,4,Zolpidem Tartrate,FALSE,1921
dc,2017,4,Zolpidem Tartrate,TRUE,0
dc,2018,1,Eszopiclone,TRUE,0
dc,2018,1,Zaleplon,TRUE,0
dc,2018,1,Zolpidem Tartrate,FALSE,1768
dc,2018,1,Zolpidem Tartrate,TRUE,0
dc,2018,2,Eszopiclone,TRUE,0
dc,2018,2,Zaleplon,TRUE,0
dc,2018,2,Zolpidem Tartrate,FALSE,1694
dc,2018,2,Zolpidem Tartrate,TRUE,0
dc,2018,3,Eszopiclone,TRUE,0
dc,2018,3,Zaleplon,TRUE,0
dc,2018,3,Zolpidem Tartrate,FALSE,1635
dc,2018,3,Zolpidem Tartrate,TRUE,0
dc,2018,4,Eszopiclone,TRUE,0
dc,2018,4,Zaleplon,TRUE,0
dc,2018,4,Zolpidem Tartrate,FALSE,1696
dc,2018,4,Zolpidem Tartrate,TRUE,0
dc,2019,1,Eszopiclone,TRUE,0
dc,2019,1,Zaleplon,TRUE,0
dc,2019,1,Zolpidem Tartrate,FALSE,1598
dc,2019,1,Zolpidem Tartrate,TRUE,0
dc,2019,2,Eszopiclone,TRUE,0
dc,2019,2,Zaleplon,TRUE,0
dc,2019,2,Zolpidem Tartrate,FALSE,1529
dc,2019,2,Zolpidem Tartrate,TRUE,0
dc,2019,3,Eszopiclone,TRUE,0
dc,2019,3,Zaleplon,TRUE,0
dc,2019,3,Zolpidem Tartrate,FALSE,1539
dc,2019,3,Zolpidem Tartrate,TRUE,0
dc,2019,4,Eszopiclone,TRUE,0
dc,2019,4,Zaleplon,TRUE,0
dc,2019,4,Zolpidem Tartrate,FALSE,1445
dc,2019,4,Zolpidem Tartrate,TRUE,0
dc,2020,1,Eszopiclone,NA,0
dc,2020,1,Zaleplon,NA,0
dc,2020,1,Zolpidem Tartrate,NA,1418
de,2017,1,Eszopiclone,FALSE,84
de,2017,1,Eszopiclone,TRUE,0
de,2017,1,Zaleplon,FALSE,42
de,2017,1,Zaleplon,TRUE,0
de,2017,1,Zolpidem Tartrate,FALSE,3989
de,2017,1,Zolpidem Tartrate,TRUE,0
de,2017,2,Eszopiclone,FALSE,111
de,2017,2,Eszopiclone,TRUE,0
de,2017,2,Zaleplon,FALSE,27
de,2017,2,Zolpidem Tartrate,FALSE,4391
de,2017,2,Zolpidem Tartrate,TRUE,0
de,2017,3,Eszopiclone,FALSE,106
de,2017,3,Eszopiclone,TRUE,0
de,2017,3,Zaleplon,FALSE,24
de,2017,3,Zaleplon,TRUE,0
de,2017,3,Zolpidem Tartrate,FALSE,3958
de,2017,3,Zolpidem Tartrate,TRUE,0
de,2017,4,Eszopiclone,FALSE,108
de,2017,4,Eszopiclone,TRUE,0
de,2017,4,Zaleplon,TRUE,0
de,2017,4,Zolpidem Tartrate,FALSE,3707
de,2017,4,Zolpidem Tartrate,TRUE,0
de,2018,1,Eszopiclone,FALSE,131
de,2018,1,Eszopiclone,TRUE,0
