year,gennme,state,quarter,suppression,totalRX
2017,Zolpidem Tartrate,FL,1,F,24729
2017,Zolpidem Tartrate,FL,1,T,0
2017,Eszopiclone,FL,2,F,55
2017,Eszopiclone,FL,2,T,0
2017,Zaleplon,FL,2,F,12
2017,Zaleplon,FL,2,T,0
2017,Zolpidem Tartrate,FL,2,F,29787
2017,Zolpidem Tartrate,FL,2,T,0
2017,Eszopiclone,FL,3,F,63
2017,Eszopiclone,FL,3,T,0
2017,Zaleplon,FL,3,T,0
2017,Zolpidem Tartrate,FL,3,F,24911
2017,Zolpidem Tartrate,FL,3,T,0
2017,Eszopiclone,FL,4,F,28
2017,Eszopiclone,FL,4,T,0
2017,Zaleplon,FL,4,F,14
2017,Zaleplon,FL,4,T,0
2017,Zolpidem Tartrate,FL,4,F,24089
2017,Zolpidem Tartrate,FL,4,T,0
2017,Eszopiclone,HI,1,F,22
2017,Eszopiclone,HI,1,T,0
2017,Zaleplon,HI,1,T,0
2017,Zolpidem Tartrate,HI,1,F,4213
2017,Zolpidem Tartrate,HI,1,T,0
2017,Eszopiclone,HI,2,T,0
2017,Zaleplon,HI,2,T,0
2017,Zolpidem Tartrate,HI,2,F,3873
2017,Zolpidem Tartrate,HI,2,T,0
2017,Eszopiclone,HI,3,F,21
2017,Eszopiclone,HI,3,T,0
2017,Zaleplon,HI,3,T,0
2017,Zolpidem Tartrate,HI,3,F,3050
2017,Zolpidem Tartrate,HI,3,T,0
2017,Eszopiclone,HI,4,F,13
2017,Eszopiclone,HI,4,T,0
2017,Zaleplon,HI,4,T,0
2017,Zolpidem Tartrate,HI,4,F,2707
2017,Zolpidem Tartrate,HI,4,T,0
2017,Eszopiclone,IA,1,F,214
2017,Eszopiclone,IA,1,T,0
2017,Zaleplon,IA,1,F,116
2017,Zaleplon,IA,1,T,0
2017,Zolpidem Tartrate,IA,1,F,2930
2017,Zolpidem Tartrate,IA,1,T,0
2017,Eszopiclone,IA,2,F,285
2017,Eszopiclone,IA,2,T,0
2017,Zaleplon,IA,2,F,131
2017,Zaleplon,IA,2,T,0
2017,Zolpidem Tartrate,IA,2,F,3226
2017,Zolpidem Tartrate,IA,2,T,0
2017,Eszopiclone,IA,3,F,380
2017,Eszopiclone,IA,3,T,0
2017,Zaleplon,IA,3,F,208
2017,Zaleplon,IA,3,T,0
2017,Zolpidem Tartrate,IA,3,F,3593
2017,Zolpidem Tartrate,IA,3,T,0
2017,Eszopiclone,IA,4,F,458
2017,Eszopiclone,IA,4,T,0
2017,Zaleplon,IA,4,F,283
2017,Zaleplon,IA,4,T,0
2017,Zolpidem Tartrate,IA,4,F,4703
2017,Zolpidem Tartrate,IA,4,T,0
2017,Eszopiclone,ID,1,F,147
2017,Eszopiclone,ID,1,T,0
2017,Zaleplon,ID,1,F,31
2017,Zaleplon,ID,1,T,0
2017,Zolpidem Tartrate,ID,1,F,3594
2017,Zolpidem Tartrate,ID,1,T,0
2017,Eszopiclone,ID,2,F,164
2017,Eszopiclone,ID,2,T,0
2017,Zaleplon,ID,2,F,49
2017,Zaleplon,ID,2,T,0
2017,Zolpidem Tartrate,ID,2,F,3429
2017,Zolpidem Tartrate,ID,2,T,0
2017,Eszopiclone,ID,3,F,150
2017,Eszopiclone,ID,3,T,0
2017,Zaleplon,ID,3,F,32
2017,Zaleplon,ID,3,T,0
2017,Zolpidem Tartrate,ID,3,F,3246
2017,Zolpidem Tartrate,ID,3,T,0
2017,Eszopiclone,ID,4,F,188
2017,Eszopiclone,ID,4,T,0
2017,Zaleplon,ID,4,F,34
2017,Zaleplon,ID,4,T,0
2017,Zolpidem Tartrate,ID,4,F,3228
2017,Zolpidem Tartrate,ID,4,T,0
2017,Eszopiclone,IL,1,F,306
2017,Eszopiclone,IL,1,T,0
2017,Zaleplon,IL,1,F,301
2017,Zaleplon,IL,1,T,0
2017,Zolpidem Tartrate,IL,1,F,27785
2017,Zolpidem Tartrate,IL,1,T,0
2017,Eszopiclone,IL,2,F,193
2017,Eszopiclone,IL,2,T,0
2017,Zaleplon,IL,2,F,190
2017,Zaleplon,IL,2,T,0
2017,Zolpidem Tartrate,IL,2,F,17433
2017,Zolpidem Tartrate,IL,2,T,0
2017,Eszopiclone,IL,3,F,219
2017,Eszopiclone,IL,3,T,0
2017,Zaleplon,IL,3,F,216
2017,Zaleplon,IL,3,T,0
2017,Zolpidem Tartrate,IL,3,F,16694
2017,Zolpidem Tartrate,IL,3,T,0
2017,Eszopiclone,IL,4,F,257
2017,Eszopiclone,IL,4,T,0
2017,Zaleplon,IL,4,F,218
2017,Zaleplon,IL,4,T,0
2017,Zolpidem Tartrate,IL,4,F,16013
2017,Zolpidem Tartrate,IL,4,T,0
2017,Eszopiclone,IN,1,F,1264
2017,Eszopiclone,IN,1,T,0
2017,Zaleplon,IN,1,F,418
2017,Zaleplon,IN,1,T,0
2017,Zolpidem Tartrate,IN,1,F,13011
2017,Zolpidem Tartrate,IN,1,T,0
2017,Eszopiclone,IN,2,F,1393
2017,Eszopiclone,IN,2,T,0
2017,Zaleplon,IN,2,F,321
2017,Zaleplon,IN,2,T,0
2017,Zolpidem Tartrate,IN,2,F,12514
2017,Zolpidem Tartrate,IN,2,T,0
2017,Eszopiclone,IN,3,F,1371
2017,Eszopiclone,IN,3,T,0
2017,Zaleplon,IN,3,F,324
2017,Zaleplon,IN,3,T,0
2017,Zolpidem Tartrate,IN,3,F,12187
2017,Zolpidem Tartrate,IN,3,T,0
2017,Eszopiclone,IN,4,F,1518
2017,Eszopiclone,IN,4,T,0
2017,Zaleplon,IN,4,F,282
2017,Zaleplon,IN,4,T,0
2017,Zolpidem Tartrate,IN,4,F,12007
2017,Zolpidem Tartrate,IN,4,T,0
2017,Eszopiclone,KS,1,F,293
2017,Eszopiclone,KS,1,T,0
2017,Zaleplon,KS,1,F,37
2017,Zaleplon,KS,1,T,0
2017,Zolpidem Tartrate,KS,1,F,4161
2017,Zolpidem Tartrate,KS,1,T,0
2017,Eszopiclone,KS,2,F,635
2017,Eszopiclone,KS,2,T,0
2017,Zaleplon,KS,2,F,185
2017,Zaleplon,KS,2,T,0
2017,Zolpidem Tartrate,KS,2,F,9904
2017,Zolpidem Tartrate,KS,2,T,0
2017,Eszopiclone,KS,3,F,139
2017,Eszopiclone,KS,3,T,0
2017,Zaleplon,KS,3,F,41
2017,Zaleplon,KS,3,T,0
2017,Zolpidem Tartrate,KS,3,F,3599
2017,Zolpidem Tartrate,KS,3,T,0
2017,Eszopiclone,KS,4,F,175
2017,Eszopiclone,KS,4,T,0
2017,Zaleplon,KS,4,F,32
2017,Zaleplon,KS,4,T,0
2017,Zolpidem Tartrate,KS,4,F,3562
2017,Zolpidem Tartrate,KS,4,T,0
2017,Eszopiclone,KY,1,F,181
2017,Eszopiclone,KY,1,T,0
2017,Zaleplon,KY,1,F,71
2017,Zaleplon,KY,1,T,0
2017,Zolpidem Tartrate,KY,1,F,13289
2017,Zolpidem Tartrate,KY,1,T,0
2017,Eszopiclone,KY,2,F,167
2017,Eszopiclone,KY,2,T,0
2017,Zaleplon,KY,2,F,46
2017,Zaleplon,KY,2,T,0
2017,Zolpidem Tartrate,KY,2,F,13284
2017,Zolpidem Tartrate,KY,2,T,0
2017,Eszopiclone,KY,3,F,202
2017,Eszopiclone,KY,3,T,0
2017,Zaleplon,KY,3,F,38
2017,Zaleplon,KY,3,T,0
2017,Zolpidem Tartrate,KY,3,F,12961
2017,Zolpidem Tartrate,KY,3,T,0
2017,Eszopiclone,KY,4,F,225
2017,Eszopiclone,KY,4,T,0
2017,Zaleplon,KY,4,F,72
2017,Zaleplon,KY,4,T,0
2017,Zolpidem Tartrate,KY,4,F,12636
2017,Zolpidem Tartrate,KY,4,T,0
2017,Eszopiclone,LA,1,F,280
2017,Eszopiclone,LA,1,T,0
2017,Zaleplon,LA,1,F,370
2017,Zaleplon,LA,1,T,0
2017,Zolpidem Tartrate,LA,1,F,22089
2017,Zolpidem Tartrate,LA,1,T,0
2017,Eszopiclone,LA,2,F,289
2017,Eszopiclone,LA,2,T,0
2017,Zaleplon,LA,2,F,448
2017,Zaleplon,LA,2,T,0
2017,Zolpidem Tartrate,LA,2,F,25078
2017,Zolpidem Tartrate,LA,2,T,0
2017,Eszopiclone,LA,3,F,272
2017,Eszopiclone,LA,3,T,0
2017,Zaleplon,LA,3,F,465
2017,Zaleplon,LA,3,T,0
2017,Zolpidem Tartrate,LA,3,F,23056
2017,Zolpidem Tartrate,LA,3,T,0
2017,Eszopiclone,LA,4,F,304
2017,Eszopiclone,LA,4,T,0
2017,Zaleplon,LA,4,F,459
2017,Zaleplon,LA,4,T,0
2017,Zolpidem Tartrate,LA,4,F,23002
2017,Zolpidem Tartrate,LA,4,T,0
2017,Eszopiclone,MA,1,F,388
2017,Eszopiclone,MA,1,T,0
2017,Zaleplon,MA,1,F,377
2017,Zaleplon,MA,1,T,0
2017,Zolpidem Tartrate,MA,1,F,19798
2017,Zolpidem Tartrate,MA,1,T,0
2017,Eszopiclone,MA,2,F,399
2017,Eszopiclone,MA,2,T,0
2017,Zaleplon,MA,2,F,382
2017,Zaleplon,MA,2,T,0
2017,Zolpidem Tartrate,MA,2,F,20773
2017,Zolpidem Tartrate,MA,2,T,0
2017,Eszopiclone,MA,3,F,363
2017,Eszopiclone,MA,3,T,0
2017,Zaleplon,MA,3,F,363
2017,Zaleplon,MA,3,T,0
2017,Zolpidem Tartrate,MA,3,F,18299
2017,Zolpidem Tartrate,MA,3,T,0
2017,Eszopiclone,MA,4,F,327
2017,Eszopiclone,MA,4,T,0
2017,Zaleplon,MA,4,F,325
2017,Zaleplon,MA,4,T,0
2017,Zolpidem Tartrate,MA,4,F,17848
2017,Zolpidem Tartrate,MA,4,T,0
2017,Eszopiclone,MD,1,F,1093
2017,Eszopiclone,MD,1,T,0
2017,Zaleplon,MD,1,F,420
2017,Zaleplon,MD,1,T,0
2017,Zolpidem Tartrate,MD,1,F,19571
2017,Zolpidem Tartrate,MD,1,T,0
2017,Eszopiclone,MD,2,F,1117
2017,Eszopiclone,MD,2,T,0
2017,Zaleplon,MD,2,F,414
2017,Zaleplon,MD,2,T,0
2017,Zolpidem Tartrate,MD,2,F,18753
2017,Zolpidem Tartrate,MD,2,T,0
2017,Eszopiclone,MD,3,F,950
2017,Eszopiclone,MD,3,T,0
2017,Zaleplon,MD,3,F,378
2017,Zaleplon,MD,3,T,0
2017,Zolpidem Tartrate,MD,3,F,16863
2017,Zolpidem Tartrate,MD,3,T,0
2017,Eszopiclone,MD,4,F,1061
2017,Eszopiclone,MD,4,T,0
2017,Zaleplon,MD,4,F,389
2017,Zaleplon,MD,4,T,0
2017,Zolpidem Tartrate,MD,4,F,17986
2017,Zolpidem Tartrate,MD,4,T,0
2017,Eszopiclone,ME,1,F,56
2017,Eszopiclone,ME,1,T,0
2017,Zaleplon,ME,1,F,59
2017,Zaleplon,ME,1,T,0
2017,Zolpidem Tartrate,ME,1,F,2283
2017,Zolpidem Tartrate,ME,1,T,0
2017,Eszopiclone,ME,2,F,24
2017,Eszopiclone,ME,2,T,0
2017,Zaleplon,ME,2,F,53
2017,Zaleplon,ME,2,T,0
2017,Zolpidem Tartrate,ME,2,F,2283
2017,Zolpidem Tartrate,ME,2,T,0
2017,Eszopiclone,ME,3,F,80
2017,Eszopiclone,ME,3,T,0
2017,Zaleplon,ME,3,F,58
2017,Zaleplon,ME,3,T,0
2017,Zolpidem Tartrate,ME,3,F,2056
2017,Zolpidem Tartrate,ME,3,T,0
2017,Eszopiclone,ME,4,F,44
2017,Eszopiclone,ME,4,T,0
2017,Zaleplon,ME,4,F,67
2017,Zaleplon,ME,4,T,0
2017,Zolpidem Tartrate,ME,4,F,2043
2017,Zolpidem Tartrate,ME,4,T,0
2017,Eszopiclone,MI,1,F,624
2017,Eszopiclone,MI,1,T,0
2017,Zaleplon,MI,1,F,149
2017,Zaleplon,MI,1,T,0
2017,Zolpidem Tartrate,MI,1,F,23196
2017,Zolpidem Tartrate,MI,1,T,0
2017,Eszopiclone,MI,2,F,606
2017,Eszopiclone,MI,2,T,0
2017,Zaleplon,MI,2,F,179
2017,Zaleplon,MI,2,T,0
2017,Zolpidem Tartrate,MI,2,F,24459
2017,Zolpidem Tartrate,MI,2,T,0
2017,Eszopiclone,MI,3,F,564
2017,Eszopiclone,MI,3,T,0
2017,Zaleplon,MI,3,F,182
2017,Zaleplon,MI,3,T,0
2017,Zolpidem Tartrate,MI,3,F,24205
2017,Zolpidem Tartrate,MI,3,T,0
2017,Eszopiclone,MI,4,F,556
2017,Eszopiclone,MI,4,T,0
2017,Zaleplon,MI,4,F,180
2017,Zaleplon,MI,4,T,0
2017,Zolpidem Tartrate,MI,4,F,21963
2017,Zolpidem Tartrate,MI,4,T,0
2017,Eszopiclone,MN,1,F,1532
2017,Eszopiclone,MN,1,T,0
2017,Zaleplon,MN,1,F,739
2017,Zaleplon,MN,1,T,0
2017,Zolpidem Tartrate,MN,1,F,15650
2017,Zolpidem Tartrate,MN,1,T,0
2017,Eszopiclone,MN,2,F,1683
2017,Eszopiclone,MN,2,T,0
2017,Zaleplon,MN,2,F,876
2017,Zaleplon,MN,2,T,0
2017,Zolpidem Tartrate,MN,2,F,16433
2017,Zolpidem Tartrate,MN,2,T,0
2017,Eszopiclone,MN,3,F,1818
2017,Eszopiclone,MN,3,T,0
2017,Zaleplon,MN,3,F,810
2017,Zaleplon,MN,3,T,0
2017,Zolpidem Tartrate,MN,3,F,15512
2017,Zolpidem Tartrate,MN,3,T,0
2017,Eszopiclone,MN,4,F,1885
2017,Eszopiclone,MN,4,T,0
2017,Zaleplon,MN,4,F,836
2017,Zaleplon,MN,4,T,0
2017,Zolpidem Tartrate,MN,4,F,15535
2017,Zolpidem Tartrate,MN,4,T,0
2017,Eszopiclone,MO,1,F,2519
2017,Eszopiclone,MO,1,T,0
2017,Zaleplon,MO,1,F,394
2017,Zaleplon,MO,1,T,0
2017,Zolpidem Tartrate,MO,1,F,13476
2017,Zolpidem Tartrate,MO,1,T,0
2017,Eszopiclone,MO,2,F,2470
2017,Eszopiclone,MO,2,T,0
2017,Zaleplon,MO,2,F,388
2017,Zaleplon,MO,2,T,0
2017,Zolpidem Tartrate,MO,2,F,12563
2017,Zolpidem Tartrate,MO,2,T,0
2017,Eszopiclone,MO,3,F,2590
2017,Eszopiclone,MO,3,T,0
2017,Zaleplon,MO,3,F,393
2017,Zaleplon,MO,3,T,0
2017,Zolpidem Tartrate,MO,3,F,12928
2017,Zolpidem Tartrate,MO,3,T,0
2017,Eszopiclone,MO,4,F,2476
2017,Eszopiclone,MO,4,T,0
2017,Zaleplon,MO,4,F,381
2017,Zaleplon,MO,4,T,0
2017,Zolpidem Tartrate,MO,4,F,12265
2017,Zolpidem Tartrate,MO,4,T,0
2017,Eszopiclone,MS,1,T,0
2017,Zaleplon,MS,1,F,50
2017,Zaleplon,MS,1,T,0
2017,Zolpidem Tartrate,MS,1,F,2302
2017,Zolpidem Tartrate,MS,1,T,0
2017,Eszopiclone,MS,2,T,0
2017,Zaleplon,MS,2,F,68
2017,Zaleplon,MS,2,T,0
2017,Zolpidem Tartrate,MS,2,F,2222
2017,Zolpidem Tartrate,MS,2,T,0
2017,Eszopiclone,MS,3,T,0
2017,Zaleplon,MS,3,F,64
2017,Zaleplon,MS,3,T,0
2017,Zolpidem Tartrate,MS,3,F,2078
2017,Zolpidem Tartrate,MS,3,T,0
2017,Eszopiclone,MS,4,T,0
2017,Zaleplon,MS,4,F,39
2017,Zaleplon,MS,4,T,0
2017,Zolpidem Tartrate,MS,4,F,1987
2017,Zolpidem Tartrate,MS,4,T,0
2017,Eszopiclone,MT,1,F,170
2017,Eszopiclone,MT,1,T,0
2017,Zaleplon,MT,1,F,38
2017,Zaleplon,MT,1,T,0
2017,Zolpidem Tartrate,MT,1,F,4032
2017,Zolpidem Tartrate,MT,1,T,0
2017,Eszopiclone,MT,2,F,187
2017,Eszopiclone,MT,2,T,0
2017,Zaleplon,MT,2,F,47
2017,Zaleplon,MT,2,T,0
2017,Zolpidem Tartrate,MT,2,F,4208
2017,Zolpidem Tartrate,MT,2,T,0
2017,Eszopiclone,MT,3,F,191
2017,Eszopiclone,MT,3,T,0
2017,Zaleplon,MT,3,F,38
2017,Zaleplon,MT,3,T,0
2017,Zolpidem Tartrate,MT,3,F,4103
2017,Zolpidem Tartrate,MT,3,T,0
2017,Eszopiclone,MT,4,F,206
2017,Eszopiclone,MT,4,T,0
2017,Zaleplon,MT,4,F,34
2017,Zaleplon,MT,4,T,0
2017,Zolpidem Tartrate,MT,4,F,4365
2017,Zolpidem Tartrate,MT,4,T,0
2017,Eszopiclone,NC,1,F,858
2017,Eszopiclone,NC,1,T,0
2017,Zaleplon,NC,1,F,170
2017,Zaleplon,NC,1,T,0
2017,Zolpidem Tartrate,NC,1,F,17189
2017,Zolpidem Tartrate,NC,1,T,0
2017,Eszopiclone,NC,2,F,581
2017,Eszopiclone,NC,2,T,0
2017,Zaleplon,NC,2,F,140
2017,Zaleplon,NC,2,T,0
2017,Zolpidem Tartrate,NC,2,F,13845
2017,Zolpidem Tartrate,NC,2,T,0
2017,Eszopiclone,NC,3,F,430
2017,Eszopiclone,NC,3,T,0
2017,Zaleplon,NC,3,F,86
2017,Zaleplon,NC,3,T,0
2017,Zolpidem Tartrate,NC,3,F,15253
2017,Zolpidem Tartrate,NC,3,T,0
2017,Eszopiclone,NC,4,F,390
2017,Eszopiclone,NC,4,T,0
2017,Zaleplon,NC,4,F,39
2017,Zaleplon,NC,4,T,0
2017,Zolpidem Tartrate,NC,4,F,12482
2017,Zolpidem Tartrate,NC,4,T,0
2017,Eszopiclone,ND,1,F,71
2017,Eszopiclone,ND,1,T,0
2017,Zaleplon,ND,1,T,0
2017,Zolpidem Tartrate,ND,1,F,1454
2017,Zolpidem Tartrate,ND,1,T,0
2017,Eszopiclone,ND,2,F,60
2017,Eszopiclone,ND,2,T,0
2017,Zaleplon,ND,2,T,0
2017,Zolpidem Tartrate,ND,2,F,1472
2017,Zolpidem Tartrate,ND,2,T,0
2017,Eszopiclone,ND,3,F,79
2017,Eszopiclone,ND,3,T,0
2017,Zaleplon,ND,3,T,0
2017,Zolpidem Tartrate,ND,3,F,1327
2017,Zolpidem Tartrate,ND,3,T,0
2017,Eszopiclone,ND,4,F,66
2017,Eszopiclone,ND,4,T,0
2017,Zaleplon,ND,4,F,12
2017,Zaleplon,ND,4,T,0
2017,Zolpidem Tartrate,ND,4,F,1361
2017,Zolpidem Tartrate,ND,4,T,0
2017,Eszopiclone,NE,1,F,159
2017,Eszopiclone,NE,1,T,0
2017,Zaleplon,NE,1,F,193
2017,Zaleplon,NE,1,T,0
2017,Zolpidem Tartrate,NE,1,F,3244
2017,Zolpidem Tartrate,NE,1,T,0
2017,Eszopiclone,NE,2,F,72
2017,Eszopiclone,NE,2,T,0
2017,Zaleplon,NE,2,F,185
2017,Zaleplon,NE,2,T,0
2017,Zolpidem Tartrate,NE,2,F,2857
